,ID_SALON,NOMBRE_SALON,CAPACIDAD,ID_SEDE,ACTIVO,USUARIO,PASSWORD
1801,157,3B,50,20,0,,
1802,157,3B,50,20,0,,
1803,157,3B,50,20,0,,
1804,232,67A,50,22,0,,
1805,232,67A,50,22,0,,
1806,107,42D,41,18,0,,
1807,132,55A,50,19,0,,
1808,229,65B,50,22,0,,
1809,129,53B,51,19,0,,
1810,107,42D,41,18,0,,
1811,232,67A,50,22,0,,
1812,132,55A,50,19,0,,
1813,232,67A,50,22,0,,
1814,201,25B,50,21,0,,
1815,157,3B,50,20,0,,
1816,201,25B,50,21,0,,
1817,157,3B,50,20,0,,
1818,107,42D,41,18,0,,
1819,234,68C,52,22,0,,
1820,234,68C,52,22,0,,
1821,155,2D,51,20,0,,
1822,199,24D,50,21,0,,
1823,132,55A,50,19,0,,
1824,232,67A,50,22,0,,
1825,234,68C,52,22,0,,
1826,199,24D,50,21,0,,
1827,234,68C,52,22,0,,
1828,232,67A,50,22,0,,
1829,107,42D,41,18,0,,
1830,134,56C,51,19,0,,
1831,199,24D,50,21,0,,
1832,199,24D,50,21,0,,
1833,107,42D,41,18,0,,
1834,134,56C,51,19,0,,
1835,199,24D,50,21,0,,
1836,231,66D,51,22,0,,
1837,134,56C,51,19,0,,
1838,234,68C,52,22,0,,
1839,229,65B,50,22,0,,
1840,232,67A,50,22,0,,
1841,155,2D,51,20,0,,
1842,199,24D,50,21,0,,
1843,131,54D,50,19,0,,
1844,132,55A,50,19,0,,
1845,166,8C,51,20,0,,
1846,166,8C,51,20,0,,
1847,164,7A,50,20,0,,
1848,114,46C,41,18,0,,
1849,164,7A,50,20,0,,
1850,114,46C,41,18,0,,
1851,204,27A,51,21,0,,
1852,164,7A,50,20,0,,
1853,155,2D,51,20,0,,
1854,113,45B,41,18,0,,
1855,206,28C,50,21,0,,
1856,204,27A,51,21,0,,
1857,206,28C,50,21,0,,
1858,131,54D,50,19,0,,
1859,132,55A,50,19,0,,
1860,136,57A,50,19,0,,
1861,112,45A,40,18,0,,
1862,204,27A,51,21,0,,
1863,136,57A,50,19,0,,
1864,199,24D,50,21,0,,
1865,164,7A,50,20,0,,
1866,136,57A,50,19,0,,
1867,164,7A,50,20,0,,
1868,166,8C,51,20,0,,
1869,114,46C,41,18,0,,
1870,232,67A,50,22,0,,
1871,201,25B,50,21,0,,
1872,204,27A,51,21,0,,
1873,206,28C,50,21,0,,
1874,206,28C,50,21,0,,
1875,206,28C,50,21,0,,
1876,206,28C,50,21,0,,
1877,166,8C,51,20,0,,
1878,232,67A,50,22,0,,
1879,166,8C,51,20,0,,
1880,204,27A,51,21,0,,
1881,204,27A,51,21,0,,
1882,161,5B,50,20,0,,
1883,206,28C,50,21,0,,
1884,205,27B,50,21,0,,
1885,199,24D,50,21,0,,
1886,205,27B,50,21,0,,
1887,206,28C,50,21,0,,
1888,206,28C,50,21,0,,
1889,206,28C,50,21,0,,
1890,166,8C,51,20,0,,
1891,138,58C,50,19,0,,
1892,131,54D,50,19,0,,
1893,114,46C,41,18,0,,
1894,205,27B,50,21,0,,
1895,107,42D,41,18,0,,
1896,199,24D,50,21,0,,
1897,199,24D,50,21,0,,
1898,161,5B,50,20,0,,
1899,136,57A,50,19,0,,
1900,204,27A,51,21,0,,
1901,204,27A,51,21,0,,
1902,204,27A,51,21,0,,
1903,112,45A,40,18,0,,
1904,205,27B,50,21,0,,
1905,166,8C,51,20,0,,
1906,166,8C,51,20,0,,
1907,206,28C,50,21,0,,
1908,205,27B,50,21,0,,
1909,164,7A,50,20,0,,
1910,205,27B,50,21,0,,
1911,164,7A,50,20,0,,
1912,206,28C,50,21,0,,
1913,166,8C,51,20,0,,
1914,114,46C,41,18,0,,
1915,229,65B,50,22,0,,
1916,131,54D,50,19,0,,
1917,206,28C,50,21,0,,
1918,114,46C,41,18,0,,
1919,199,24D,50,21,0,,
1920,166,8C,51,20,0,,
1921,155,2D,51,20,0,,
1922,113,45B,41,18,0,,
1923,164,7A,50,20,0,,
1924,234,68C,52,22,0,,
1925,204,27A,51,21,0,,
1926,164,7A,50,20,0,,
1927,114,46C,41,18,0,,
1928,114,46C,41,18,0,,
1929,114,46C,41,18,0,,
1930,114,46C,41,18,0,,
1931,112,45A,40,18,0,,
1932,204,27A,51,21,0,,
1933,166,8C,51,20,0,,
1934,206,28C,50,21,0,,
1935,206,28C,50,21,0,,
1936,206,28C,50,21,0,,
1937,157,3B,50,20,0,,
1938,164,7A,50,20,0,,
1939,113,45B,41,18,0,,
1940,113,45B,41,18,0,,
1941,164,7A,50,20,0,,
1942,166,8C,51,20,0,,
1943,206,28C,50,21,0,,
1944,166,8C,51,20,0,,
1945,234,68C,52,22,0,,
1946,136,57A,50,19,0,,
1947,161,5B,50,20,0,,
1948,205,27B,50,21,0,,
1949,205,27B,50,21,0,,
1950,204,27A,51,21,0,,
1951,234,68C,52,22,0,,
1952,205,27B,50,21,0,,
1953,164,7A,50,20,0,,
1954,138,58C,50,19,0,,
1955,114,46C,41,18,0,,
1956,114,46C,41,18,0,,
1957,206,28C,50,21,0,,
1958,205,27B,50,21,0,,
1959,206,28C,50,21,0,,
1960,161,5B,50,20,0,,
1961,166,8C,51,20,0,,
1962,129,53B,51,19,0,,
1963,114,46C,41,18,0,,
1964,107,42D,41,18,0,,
1965,166,8C,51,20,0,,
1966,131,54D,50,19,0,,
1967,204,27A,51,21,0,,
1968,136,57A,50,19,0,,
1969,136,57A,50,19,0,,
1970,136,57A,50,19,0,,
1971,166,8C,51,20,0,,
1972,166,8C,51,20,0,,
1973,114,46C,41,18,0,,
1974,113,45B,41,18,0,,
1975,114,46C,41,18,0,,
1976,113,45B,41,18,0,,
1977,113,45B,41,18,0,,
1978,113,45B,41,18,0,,
1979,112,45A,40,18,0,,
1980,199,24D,50,21,0,,
1981,155,2D,51,20,0,,
1982,114,46C,41,18,0,,
1983,113,45B,41,18,0,,
1984,229,65B,50,22,0,,
1985,136,57A,50,19,0,,
1986,206,28C,50,21,0,,
1987,199,24D,50,21,0,,
1988,114,46C,41,18,0,,
1989,206,28C,50,21,0,,
1990,112,45A,40,18,0,,
1991,114,46C,41,18,0,,
1992,114,46C,41,18,0,,
1993,161,5B,50,20,0,,
1994,205,27B,50,21,0,,
1995,129,53B,51,19,0,,
1996,114,46C,41,18,0,,
1997,166,8C,51,20,0,,
1998,161,5B,50,20,0,,
1999,229,65B,50,22,0,,
2000,229,65B,50,22,0,,
2001,204,27A,51,21,0,,
2002,136,57A,50,19,0,,
2003,114,46C,41,18,0,,
2004,112,45A,40,18,0,,
2005,114,46C,41,18,0,,
2006,204,27A,51,21,0,,
2007,206,28C,50,21,0,,
2008,231,66D,51,22,0,,
2009,231,66D,51,22,0,,
2010,112,45A,40,18,0,,
2011,204,27A,51,21,0,,
2012,206,28C,50,21,0,,
2013,206,28C,50,21,0,,
2014,231,66D,51,22,0,,
2015,231,66D,51,22,0,,
2016,164,7A,50,20,0,,
2017,112,45A,40,18,0,,
2018,199,24D,50,21,0,,
2019,199,24D,50,21,0,,
2020,166,8C,51,20,0,,
2021,204,27A,51,21,0,,
2022,164,7A,50,20,0,,
2023,114,46C,41,18,0,,
2024,155,2D,51,20,0,,
2025,166,8C,51,20,0,,
2026,206,28C,50,21,0,,
2027,206,28C,50,21,0,,
2028,164,7A,50,20,0,,
2029,204,27A,51,21,0,,
2030,204,27A,51,21,0,,
2031,204,27A,51,21,0,,
2032,204,27A,51,21,0,,
2033,112,45A,40,18,0,,
2034,107,42D,41,18,0,,
2035,107,42D,41,18,0,,
2036,161,5B,50,20,0,,
2037,166,8C,51,20,0,,
2038,155,2D,51,20,0,,
2039,136,57A,50,19,0,,
2040,155,2D,51,20,0,,
2041,199,24D,50,21,0,,
2042,199,24D,50,21,0,,
2043,166,8C,51,20,0,,
2044,138,58C,50,19,0,,
2045,206,28C,50,21,0,,
2046,161,5B,50,20,0,,
2047,231,66D,51,22,0,,
2048,155,2D,51,20,0,,
2049,166,8C,51,20,0,,
2050,204,27A,51,21,0,,
2051,129,53B,51,19,0,,
2052,114,46C,41,18,0,,
2053,107,42D,41,18,0,,
2054,199,24D,50,21,0,,
2055,199,24D,50,21,0,,
2056,136,57A,50,19,0,,
2057,136,57A,50,19,0,,
2058,206,28C,50,21,0,,
2059,112,45A,40,18,0,,
2060,114,46C,41,18,0,,
2061,205,27B,50,21,0,,
2062,206,28C,50,21,0,,
2063,164,7A,50,20,0,,
2064,164,7A,50,20,0,,
2065,204,27A,51,21,0,,
2066,206,28C,50,21,0,,
2067,138,58C,50,19,0,,
2068,112,45A,40,18,0,,
2069,114,46C,41,18,0,,
2070,112,45A,40,18,0,,
2071,204,27A,51,21,0,,
2072,166,8C,51,20,0,,
2073,166,8C,51,20,0,,
2074,166,8C,51,20,0,,
2075,205,27B,50,21,0,,
2076,205,27B,50,21,0,,
2077,204,27A,51,21,0,,
2078,206,28C,50,21,0,,
2079,204,27A,51,21,0,,
2080,199,24D,50,21,0,,
2081,112,45A,40,18,0,,
2082,229,65B,50,22,0,,
2083,114,46C,41,18,0,,
2084,164,7A,50,20,0,,
2085,112,45A,40,18,0,,
2086,114,46C,41,18,0,,
2087,199,24D,50,21,0,,
2088,206,28C,50,21,0,,
2089,164,7A,50,20,0,,
2090,199,24D,50,21,0,,
2091,114,46C,41,18,0,,
2092,206,28C,50,21,0,,
2093,205,27B,50,21,0,,
2094,205,27B,50,21,0,,
2095,164,7A,50,20,0,,
2096,155,2D,51,20,0,,
2097,199,24D,50,21,0,,
2098,199,24D,50,21,0,,
2099,164,7A,50,20,0,,
2100,205,27B,50,21,0,,
2101,205,27B,50,21,0,,
2102,206,28C,50,21,0,,
2103,205,27B,50,21,0,,
2104,205,27B,50,21,0,,
2105,166,8C,51,20,0,,
2106,206,28C,50,21,0,,
2107,161,5B,50,20,0,,
2108,205,27B,50,21,0,,
2109,114,46C,41,18,0,,
2110,229,65B,50,22,0,,
2111,166,8C,51,20,0,,
2112,204,27A,51,21,0,,
2113,205,27B,50,21,0,,
2114,114,46C,41,18,0,,
2115,114,46C,41,18,0,,
2116,206,28C,50,21,0,,
2117,114,46C,41,18,0,,
2118,114,46C,41,18,0,,
2119,204,27A,51,21,0,,
2120,206,28C,50,21,0,,
2121,131,54D,50,19,0,,
2122,205,27B,50,21,0,,
2123,112,45A,40,18,0,,
2124,164,7A,50,20,0,,
2125,112,45A,40,18,0,,
2126,161,5B,50,20,0,,
2127,136,57A,50,19,0,,
2128,138,58C,50,19,0,,
2129,204,27A,51,21,0,,
2130,136,57A,50,19,0,,
2131,138,58C,50,19,0,,
2132,138,58C,50,19,0,,
2133,205,27B,50,21,0,,
2134,199,24D,50,21,0,,
2135,138,58C,50,19,0,,
2136,138,58C,50,19,0,,
2137,164,7A,50,20,0,,
2138,155,2D,51,20,0,,
2139,155,2D,51,20,0,,
2140,155,2D,51,20,0,,
2141,155,2D,51,20,0,,
2142,112,45A,40,18,0,,
2143,161,5B,50,20,0,,
2144,166,8C,51,20,0,,
2145,166,8C,51,20,0,,
2146,164,7A,50,20,0,,
2147,206,28C,50,21,0,,
2148,206,28C,50,21,0,,
2149,114,46C,41,18,0,,
2150,114,46C,41,18,0,,
2151,138,58C,50,19,0,,
2152,113,45B,41,18,0,,
2153,113,45B,41,18,0,,
2154,166,8C,51,20,0,,
2155,166,8C,51,20,0,,
2156,112,45A,40,18,0,,
2157,112,45A,40,18,0,,
2158,204,27A,51,21,0,,
2159,206,28C,50,21,0,,
2160,206,28C,50,21,0,,
2161,204,27A,51,21,0,,
2162,204,27A,51,21,0,,
2163,204,27A,51,21,0,,
2164,113,45B,41,18,0,,
2165,206,28C,50,21,0,,
2166,112,45A,40,18,0,,
2167,199,24D,50,21,0,,
2168,206,28C,50,21,0,,
2169,206,28C,50,21,0,,
2170,204,27A,51,21,0,,
2171,204,27A,51,21,0,,
2172,166,8C,51,20,0,,
2173,205,27B,50,21,0,,
2174,136,57A,50,19,0,,
2175,164,7A,50,20,0,,
2176,204,27A,51,21,0,,
2177,166,8C,51,20,0,,
2178,206,28C,50,21,0,,
2179,136,57A,50,19,0,,
2180,204,27A,51,21,0,,
2181,114,46C,41,18,0,,
2182,138,58C,50,19,0,,
2183,112,45A,40,18,0,,
2184,114,46C,41,18,0,,
2185,204,27A,51,21,0,,
2186,206,28C,50,21,0,,
2187,161,5B,50,20,0,,
2188,164,7A,50,20,0,,
2189,112,45A,40,18,0,,
2190,155,2D,51,20,0,,
2191,204,27A,51,21,0,,
2192,204,27A,51,21,0,,
2193,131,54D,50,19,0,,
2194,206,28C,50,21,0,,
2195,114,46C,41,18,0,,
2196,113,45B,41,18,0,,
2197,113,45B,41,18,0,,
2198,161,5B,50,20,0,,
2199,161,5B,50,20,0,,
2200,204,27A,51,21,0,,
2201,206,28C,50,21,0,,
2202,166,8C,51,20,0,,
2203,166,8C,51,20,0,,
2204,166,8C,51,20,0,,
2205,206,28C,50,21,0,,
2206,136,57A,50,19,0,,
2207,206,28C,50,21,0,,
2208,107,42D,41,18,0,,
2209,164,7A,50,20,0,,
2210,112,45A,40,18,0,,
2211,204,27A,51,21,0,,
2212,164,7A,50,20,0,,
2213,112,45A,40,18,0,,
2214,229,65B,50,22,0,,
2215,155,2D,51,20,0,,
2216,204,27A,51,21,0,,
2217,204,27A,51,21,0,,
2218,113,45B,41,18,0,,
2219,136,57A,50,19,0,,
2220,166,8C,51,20,0,,
2221,234,68C,52,22,0,,
2222,113,45B,41,18,0,,
2223,204,27A,51,21,0,,
2224,138,58C,50,19,0,,
2225,205,27B,50,21,0,,
2226,136,57A,50,19,0,,
2227,112,45A,40,18,0,,
2228,199,24D,50,21,0,,
2229,166,8C,51,20,0,,
2230,204,27A,51,21,0,,
2231,205,27B,50,21,0,,
2232,204,27A,51,21,0,,
2233,205,27B,50,21,0,,
2234,113,45B,41,18,0,,
2235,112,45A,40,18,0,,
2236,205,27B,50,21,0,,
2237,112,45A,40,18,0,,
2238,205,27B,50,21,0,,
2239,205,27B,50,21,0,,
2240,205,27B,50,21,0,,
2241,113,45B,41,18,0,,
2242,107,42D,41,18,0,,
2243,107,42D,41,18,0,,
2244,113,45B,41,18,0,,
2245,107,42D,41,18,0,,
2246,204,27A,51,21,0,,
2247,107,42D,41,18,0,,
2248,166,8C,51,20,0,,
2249,166,8C,51,20,0,,
2250,166,8C,51,20,0,,
2251,204,27A,51,21,0,,
2252,112,45A,40,18,0,,
2253,164,7A,50,20,0,,
2254,166,8C,51,20,0,,
2255,164,7A,50,20,0,,
2256,166,8C,51,20,0,,
2257,210,30C,50,21,0,,
2258,112,45A,40,18,0,,
2259,138,58C,50,19,0,,
2260,131,54D,50,19,0,,
2261,210,30C,50,21,0,,
2262,112,45A,40,18,0,,
2263,113,45B,41,18,0,,
2264,205,27B,50,21,0,,
2265,164,7A,50,20,0,,
2266,136,57A,50,19,0,,
2267,210,30C,50,21,0,,
2268,136,57A,50,19,0,,
2269,113,45B,41,18,0,,
2270,210,30C,50,21,0,,
2271,138,58C,50,19,0,,
2272,136,57A,50,19,0,,
2273,210,30C,50,21,0,,
2274,118,48C,52,18,0,,
2275,210,30C,50,21,0,,
2276,138,58C,50,19,0,,
2277,136,57A,50,19,0,,
2278,210,30C,50,21,0,,
2279,155,2D,51,20,0,,
2280,210,30C,50,21,0,,
2281,164,7A,50,20,0,,
2282,114,46C,41,18,0,,
2283,112,45A,40,18,0,,
2284,136,57A,50,19,0,,
2285,199,24D,50,21,0,,
2286,231,66D,51,22,0,,
2287,138,58C,50,19,0,,
2288,229,65B,50,22,0,,
2289,136,57A,50,19,0,,
2290,136,57A,50,19,0,,
2291,136,57A,50,19,0,,
2292,136,57A,50,19,0,,
2293,205,27B,50,21,0,,
2294,229,65B,50,22,0,,
2295,164,7A,50,20,0,,
2296,112,45A,40,18,0,,
2297,166,8C,51,20,0,,
2298,210,30C,50,21,0,,
2299,118,48C,52,18,0,,
2300,166,8C,51,20,0,,
2301,166,8C,51,20,0,,
2302,136,57A,50,19,0,,
2303,113,45B,41,18,0,,
2304,164,7A,50,20,0,,
2305,113,45B,41,18,0,,
2306,204,27A,51,21,0,,
2307,112,45A,40,18,0,,
2308,166,8C,51,20,0,,
2309,138,58C,50,19,0,,
2310,164,7A,50,20,0,,
2311,131,54D,50,19,0,,
2312,118,48C,52,18,0,,
2313,118,48C,52,18,0,,
2314,131,54D,50,19,0,,
2315,208,29A,50,21,0,,
2316,164,7A,50,20,0,,
2317,112,45A,40,18,0,,
2318,210,30C,50,21,0,,
2319,210,30C,50,21,0,,
2320,136,57A,50,19,0,,
2321,166,8C,51,20,0,,
2322,208,29A,50,21,0,,
2323,138,58C,50,19,0,,
2324,208,29A,50,21,0,,
2325,107,42D,41,18,0,,
2326,208,29A,50,21,0,,
2327,208,29A,50,21,0,,
2328,107,42D,41,18,0,,
2329,166,8C,51,20,0,,
2330,229,65B,50,22,0,,
2331,229,65B,50,22,0,,
2332,164,7A,50,20,0,,
2333,208,29A,50,21,0,,
2334,136,57A,50,19,0,,
2335,210,30C,50,21,0,,
2336,210,30C,50,21,0,,
2337,208,29A,50,21,0,,
2338,118,48C,52,18,0,,
2339,107,42D,41,18,0,,
2340,107,42D,41,18,0,,
2341,210,30C,50,21,0,,
2342,210,30C,50,21,0,,
2343,210,30C,50,21,0,,
2344,210,30C,50,21,0,,
2345,199,24D,50,21,0,,
2346,164,7A,50,20,0,,
2347,112,45A,40,18,0,,
2348,113,45B,41,18,0,,
2349,112,45A,40,18,0,,
2350,208,29A,50,21,0,,
2351,164,7A,50,20,0,,
2352,199,24D,50,21,0,,
2353,199,24D,50,21,0,,
2354,205,27B,50,21,0,,
2355,208,29A,50,21,0,,
2356,112,45A,40,18,0,,
2357,164,7A,50,20,0,,
2358,107,42D,41,18,0,,
2359,210,30C,50,21,0,,
2360,136,57A,50,19,0,,
2361,229,65B,50,22,0,,
2362,210,30C,50,21,0,,
2363,161,5B,50,20,0,,
2364,161,5B,50,20,0,,
2365,118,48C,52,18,0,,
2366,118,48C,52,18,0,,
2367,138,58C,50,19,0,,
2368,199,24D,50,21,0,,
2369,208,29A,50,21,0,,
2370,231,66D,51,22,0,,
2371,155,2D,51,20,0,,
2372,113,45B,41,18,0,,
2373,208,29A,50,21,0,,
2374,229,65B,50,22,0,,
2375,164,7A,50,20,0,,
2376,210,30C,50,21,0,,
2377,208,29A,50,21,0,,
2378,118,48C,52,18,0,,
2379,155,2D,51,20,0,,
2380,136,57A,50,19,0,,
2381,231,66D,51,22,0,,
2382,136,57A,50,19,0,,
2383,229,65B,50,22,0,,
2384,229,65B,50,22,0,,
2385,210,30C,50,21,0,,
2386,210,30C,50,21,0,,
2387,118,48C,52,18,0,,
2388,118,48C,52,18,0,,
2389,118,48C,52,18,0,,
2390,210,30C,50,21,0,,
2391,161,5B,50,20,0,,
2392,210,30C,50,21,0,,
2393,210,30C,50,21,0,,
2394,164,7A,50,20,0,,
2395,118,48C,52,18,0,,
2396,136,57A,50,19,0,,
2397,208,29A,50,21,0,,
2398,210,30C,50,21,0,,
2399,118,48C,52,18,0,,
2400,208,29A,50,21,0,,
2401,164,7A,50,20,0,,
2402,161,5B,50,20,0,,
2403,138,58C,50,19,0,,
2404,161,5B,50,20,0,,
2405,205,27B,50,21,0,,
2406,131,54D,50,19,0,,
2407,229,65B,50,22,0,,
2408,138,58C,50,19,0,,
2409,161,5B,50,20,0,,
2410,116,47A,50,18,0,,
2411,116,47A,50,18,0,,
2412,164,7A,50,20,0,,
2413,118,48C,52,18,0,,
2414,131,54D,50,19,0,,
2415,231,66D,51,22,0,,
2416,208,29A,50,21,0,,
2417,208,29A,50,21,0,,
2418,208,29A,50,21,0,,
2419,205,27B,50,21,0,,
2420,136,57A,50,19,0,,
2421,136,57A,50,19,0,,
2422,199,24D,50,21,0,,
2423,136,57A,50,19,0,,
2424,118,48C,52,18,0,,
2425,159,4D,51,20,0,,
2426,164,7A,50,20,0,,
2427,170,10C,50,20,0,,
2428,164,7A,50,20,0,,
2429,113,45B,41,18,0,,
2430,113,45B,41,18,0,,
2431,113,45B,41,18,0,,
2432,116,47A,50,18,0,,
2433,116,47A,50,18,0,,
2434,136,57A,50,19,0,,
2435,210,30C,50,21,0,,
2436,210,30C,50,21,0,,
2437,205,27B,50,21,0,,
2438,170,10C,50,20,0,,
2439,116,47A,50,18,0,,
2440,208,29A,50,21,0,,
2441,161,5B,50,20,0,,
2442,118,48C,52,18,0,,
2443,205,27B,50,21,0,,
2444,205,27B,50,21,0,,
2445,208,29A,50,21,0,,
2446,161,5B,50,20,0,,
2447,161,5B,50,20,0,,
2448,208,29A,50,21,0,,
2449,210,30C,50,21,0,,
2450,116,47A,50,18,0,,
2451,208,29A,50,21,0,,
2452,205,27B,50,21,0,,
2453,138,58C,50,19,0,,
2454,170,10C,50,20,0,,
2455,159,4D,51,20,0,,
2456,164,7A,50,20,0,,
2457,210,30C,50,21,0,,
2458,136,57A,50,19,0,,
2459,210,30C,50,21,0,,
2460,164,7A,50,20,0,,
2461,164,7A,50,20,0,,
2462,199,24D,50,21,0,,
2463,199,24D,50,21,0,,
2464,210,30C,50,21,0,,
2465,210,30C,50,21,0,,
2466,116,47A,50,18,0,,
2467,199,24D,50,21,0,,
2468,208,29A,50,21,0,,
2469,199,24D,50,21,0,,
2470,164,7A,50,20,0,,
2471,229,65B,50,22,0,,
2472,170,10C,50,20,0,,
2473,113,45B,41,18,0,,
2474,116,47A,50,18,0,,
2475,116,47A,50,18,0,,
2476,199,24D,50,21,0,,
2477,199,24D,50,21,0,,
2478,208,29A,50,21,0,,
2479,208,29A,50,21,0,,
2480,208,29A,50,21,0,,
2481,168,9A,50,20,0,,
2482,116,47A,50,18,0,,
2483,199,24D,50,21,0,,
2484,159,4D,51,20,0,,
2485,208,29A,50,21,0,,
2486,199,24D,50,21,0,,
2487,208,29A,50,21,0,,
2488,131,54D,50,19,0,,
2489,131,54D,50,19,0,,
2490,208,29A,50,21,0,,
2491,210,30C,50,21,0,,
2492,138,58C,50,19,0,,
2493,138,58C,50,19,0,,
2494,113,45B,41,18,0,,
2495,113,45B,41,18,0,,
2496,229,65B,50,22,0,,
2497,205,27B,50,21,0,,
2498,113,45B,41,18,0,,
2499,168,9A,50,20,0,,
2500,231,66D,51,22,0,,
2501,161,5B,50,20,0,,
2502,170,10C,50,20,0,,
2503,208,29A,50,21,0,,
2504,210,30C,50,21,0,,
2505,113,45B,41,18,0,,
2506,113,45B,41,18,0,,
2507,113,45B,41,18,0,,
2508,205,27B,50,21,0,,
2509,205,27B,50,21,0,,
2510,113,45B,41,18,0,,
2511,113,45B,41,18,0,,
2512,168,9A,50,20,0,,
2513,170,10C,50,20,0,,
2514,129,53B,51,19,0,,
2515,118,48C,52,18,0,,
2516,129,53B,51,19,0,,
2517,170,10C,50,20,0,,
2518,170,10C,50,20,0,,
2519,118,48C,52,18,0,,
2520,118,48C,52,18,0,,
2521,118,48C,52,18,0,,
2522,168,9A,50,20,0,,
2523,136,57A,50,19,0,,
2524,116,47A,50,18,0,,
2525,210,30C,50,21,0,,
2526,118,48C,52,18,0,,
2527,118,48C,52,18,0,,
2528,118,48C,52,18,0,,
2529,138,58C,50,19,0,,
2530,138,58C,50,19,0,,
2531,136,57A,50,19,0,,
2532,168,9A,50,20,0,,
2533,113,45B,41,18,0,,
2534,118,48C,52,18,0,,
2535,210,30C,50,21,0,,
2536,113,45B,41,18,0,,
2537,210,30C,50,21,0,,
2538,205,27B,50,21,0,,
2539,205,27B,50,21,0,,
2540,205,27B,50,21,0,,
2541,155,2D,51,20,0,,
2542,136,57A,50,19,0,,
2543,203,26D,50,21,0,,
2544,116,47A,50,18,0,,
2545,229,65B,50,22,0,,
2546,116,47A,50,18,0,,
2547,116,47A,50,18,0,,
2548,168,9A,50,20,0,,
2549,168,9A,50,20,0,,
2550,116,47A,50,18,0,,
2551,208,29A,50,21,0,,
2552,138,58C,50,19,0,,
2553,231,66D,51,22,0,,
2554,170,10C,50,20,0,,
2555,116,47A,50,18,0,,
2556,168,9A,50,20,0,,
2557,170,10C,50,20,0,,
2558,170,10C,50,20,0,,
2559,170,10C,50,20,0,,
2560,159,4D,51,20,0,,
2561,210,30C,50,21,0,,
2562,138,58C,50,19,0,,
2563,117,47B,51,18,0,,
2564,168,9A,50,20,0,,
2565,168,9A,50,20,0,,
2566,118,48C,52,18,0,,
2567,170,10C,50,20,0,,
2568,117,47B,51,18,0,,
2569,210,30C,50,21,0,,
2570,170,10C,50,20,0,,
2571,136,57A,50,19,0,,
2572,210,30C,50,21,0,,
2573,116,47A,50,18,0,,
2574,107,42D,41,18,0,,
2575,116,47A,50,18,0,,
2576,138,58C,50,19,0,,
2577,138,58C,50,19,0,,
2578,205,27B,50,21,0,,
2579,170,10C,50,20,0,,
2580,138,58C,50,19,0,,
2581,161,5B,50,20,0,,
2582,118,48C,52,18,0,,
2583,168,9A,50,20,0,,
2584,168,9A,50,20,0,,
2585,203,26D,50,21,0,,
2586,118,48C,52,18,0,,
2587,138,58C,50,19,0,,
2588,116,47A,50,18,0,,
2589,116,47A,50,18,0,,
2590,118,48C,52,18,0,,
2591,138,58C,50,19,0,,
2592,210,30C,50,21,0,,
2593,205,27B,50,21,0,,
2594,209,29B,50,21,0,,
2595,116,47A,50,18,0,,
2596,118,48C,52,18,0,,
2597,210,30C,50,21,0,,
2598,210,30C,50,21,0,,
2599,229,65B,50,22,0,,
2600,159,4D,51,20,0,,
2601,168,9A,50,20,0,,
2602,208,29A,50,21,0,,
2603,118,48C,52,18,0,,
2604,170,10C,50,20,0,,
2605,170,10C,50,20,0,,
2606,170,10C,50,20,0,,
2607,116,47A,50,18,0,,
2608,138,58C,50,19,0,,
2609,168,9A,50,20,0,,
2610,208,29A,50,21,0,,
2611,208,29A,50,21,0,,
2612,118,48C,52,18,0,,
2613,208,29A,50,21,0,,
2614,116,47A,50,18,0,,
2615,170,10C,50,20,0,,
2616,168,9A,50,20,0,,
2617,118,48C,52,18,0,,
2618,116,47A,50,18,0,,
2619,117,47B,51,18,0,,
2620,138,58C,50,19,0,,
2621,116,47A,50,18,0,,
2622,170,10C,50,20,0,,
2623,168,9A,50,20,0,,
2624,168,9A,50,20,0,,
2625,170,10C,50,20,0,,
2626,131,54D,50,19,0,,
2627,208,29A,50,21,0,,
2628,118,48C,52,18,0,,
2629,136,57A,50,19,0,,
2630,107,42D,41,18,0,,
2631,118,48C,52,18,0,,
2632,118,48C,52,18,0,,
2633,208,29A,50,21,0,,
2634,159,4D,51,20,0,,
2635,208,29A,50,21,0,,
2636,170,10C,50,20,0,,
2637,208,29A,50,21,0,,
2638,208,29A,50,21,0,,
2639,208,29A,50,21,0,,
2640,208,29A,50,21,0,,
2641,116,47A,50,18,0,,
2642,138,58C,50,19,0,,
2643,208,29A,50,21,0,,
2644,159,4D,51,20,0,,
2645,159,4D,51,20,0,,
2646,159,4D,51,20,0,,
2647,208,29A,50,21,0,,
2648,168,9A,50,20,0,,
2649,117,47B,51,18,0,,
2650,208,29A,50,21,0,,
2651,208,29A,50,21,0,,
2652,131,54D,50,19,0,,
2653,208,29A,50,21,0,,
2654,116,47A,50,18,0,,
2655,161,5B,50,20,0,,
2656,118,48C,52,18,0,,
2657,118,48C,52,18,0,,
2658,208,29A,50,21,0,,
2659,205,27B,50,21,0,,
2660,229,65B,50,22,0,,
2661,210,30C,50,21,0,,
2662,205,27B,50,21,0,,
2663,229,65B,50,22,0,,
2664,118,48C,52,18,0,,
2665,117,47B,51,18,0,,
2666,168,9A,50,20,0,,
2667,136,57A,50,19,0,,
2668,170,10C,50,20,0,,
2669,129,53B,51,19,0,,
2670,136,57A,50,19,0,,
2671,210,30C,50,21,0,,
